INFO 2025-12-06 15:41:19,049 autoreload Watching for file changes with StatReloader
ERROR 2025-12-06 17:11:16,928 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,928 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 17:11:16,929 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 17:11:16,930 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 17:11:16,930 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,930 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,930 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,931 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:16,931 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:29,805 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 17:11:29,807 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 17:11:29,809 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 17:11:29,809 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:29,809 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:29,810 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 17:11:29,811 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 17:11:29,812 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 17:11:29,813 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:29,815 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 17:11:29,816 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 17:11:29,817 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:29,817 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:29,817 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:29,818 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:29,819 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,521 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 17:11:30,522 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 17:11:30,523 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 17:11:30,523 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 17:11:30,524 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 17:11:30,524 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 17:11:30,525 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,525 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,525 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,526 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,529 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 17:11:30,529 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,530 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 17:11:30,530 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,531 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,531 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,850 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 17:11:30,851 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 17:11:30,851 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 17:11:30,852 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 17:11:30,852 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 17:11:30,853 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 17:11:30,854 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,854 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,855 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,855 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,856 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,856 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,857 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 17:11:30,858 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 17:11:30,858 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:30,858 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
INFO 2025-12-06 17:11:33,812 basehttp "OPTIONS /api/profile/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:33,812 basehttp "OPTIONS /api/profile/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:33,841 basehttp "GET /api/profile/ HTTP/1.1" 200 580
INFO 2025-12-06 17:11:33,844 basehttp "GET /api/profile/ HTTP/1.1" 200 580
ERROR 2025-12-06 17:11:36,641 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 17:11:36,644 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 17:11:36,645 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 17:11:36,645 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,646 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 17:11:36,646 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 17:11:36,647 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 17:11:36,647 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 17:11:36,648 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,648 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,648 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,648 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,648 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 17:11:36,648 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,648 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,649 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 17:11:36,649 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 17:11:36,649 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 17:11:36,650 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 17:11:36,650 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 17:11:36,650 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,650 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,650 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,651 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,651 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,652 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 17:11:36,654 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 17:11:36,656 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 17:11:36,656 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,657 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,658 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:36,658 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
INFO 2025-12-06 17:11:43,227 basehttp "OPTIONS /api/stats/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:43,228 basehttp "OPTIONS /api/stats/ HTTP/1.1" 200 0
INFO 2025-12-06 17:11:43,232 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 17:11:43,236 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 17:11:45,986 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 17:11:45,987 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 17:11:47,661 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 17:11:47,666 basehttp "GET /api/stats/ HTTP/1.1" 200 124
ERROR 2025-12-06 17:11:48,519 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 17:11:48,520 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 17:11:48,520 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,521 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 17:11:48,521 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,522 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 17:11:48,524 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 17:11:48,525 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 17:11:48,525 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,527 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 17:11:48,528 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 17:11:48,528 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,528 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,529 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 17:11:48,529 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,529 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,530 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 17:11:48,530 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,531 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 17:11:48,531 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 17:11:48,531 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,532 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 17:11:48,533 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 17:11:48,533 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,533 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,534 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 17:11:48,534 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,534 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,535 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 17:11:48,535 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,535 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 17:11:48,535 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
INFO 2025-12-06 17:11:50,476 basehttp "GET /api/profile/ HTTP/1.1" 200 580
INFO 2025-12-06 17:11:50,480 basehttp "GET /api/profile/ HTTP/1.1" 200 580
INFO 2025-12-06 22:04:05,989 autoreload Watching for file changes with StatReloader
INFO 2025-12-06 22:04:20,312 basehttp "GET / HTTP/1.1" 200 889
INFO 2025-12-06 22:05:19,526 basehttp "OPTIONS /api/stats/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:19,527 basehttp "OPTIONS /api/stats/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:19,530 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 22:05:19,531 basehttp "GET /api/stats/ HTTP/1.1" 200 124
INFO 2025-12-06 22:05:23,855 basehttp "OPTIONS /api/stats/filter/?date=2025-12-05 HTTP/1.1" 200 0
INFO 2025-12-06 22:05:23,858 basehttp "GET /api/stats/filter/?date=2025-12-05 HTTP/1.1" 200 261
INFO 2025-12-06 22:05:25,842 basehttp "OPTIONS /api/stats/filter/?city=Mumbai&date=2025-12-05 HTTP/1.1" 200 0
INFO 2025-12-06 22:05:25,845 basehttp "GET /api/stats/filter/?city=Mumbai&date=2025-12-05 HTTP/1.1" 200 264
INFO 2025-12-06 22:05:28,268 basehttp "OPTIONS /api/stats/filter/?city=Mumbai&date=2025-12-06 HTTP/1.1" 200 0
INFO 2025-12-06 22:05:28,270 basehttp "GET /api/stats/filter/?city=Mumbai&date=2025-12-06 HTTP/1.1" 200 264
INFO 2025-12-06 22:05:30,785 basehttp "OPTIONS /api/stats/filter/?city=Mumbai&document_type=Attendance&date=2025-12-06 HTTP/1.1" 200 0
INFO 2025-12-06 22:05:30,786 basehttp "GET /api/stats/filter/?city=Mumbai&document_type=Attendance&date=2025-12-06 HTTP/1.1" 200 272
INFO 2025-12-06 22:05:33,888 basehttp "OPTIONS /api/analytics/attendance/statistics/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,889 basehttp "OPTIONS /api/analytics/attendance/trend/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,890 basehttp "OPTIONS /api/analytics/grades/distribution/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,892 basehttp "OPTIONS /api/analytics/documents/summary/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,892 basehttp "OPTIONS /api/analytics/flagging/low-attendance/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,892 basehttp "OPTIONS /api/analytics/enrollment/growth/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,893 basehttp "OPTIONS /api/analytics/attendance/statistics/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,893 basehttp "OPTIONS /api/analytics/financial/budget-utilization/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,894 basehttp "OPTIONS /api/analytics/financial/budget-utilization/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,894 basehttp "OPTIONS /api/analytics/enrollment/growth/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,894 basehttp "OPTIONS /api/analytics/financial/expenditure-trend/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,895 basehttp "OPTIONS /api/analytics/attendance/trend/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,895 basehttp "OPTIONS /api/analytics/grades/distribution/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,904 basehttp "OPTIONS /api/analytics/flagging/low-attendance/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:33,905 basehttp "OPTIONS /api/analytics/documents/summary/ HTTP/1.1" 200 0
ERROR 2025-12-06 22:05:33,905 log Not Implemented: /api/analytics/attendance/trend/
INFO 2025-12-06 22:05:33,905 basehttp "OPTIONS /api/analytics/financial/expenditure-trend/ HTTP/1.1" 200 0
ERROR 2025-12-06 22:05:33,905 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 22:05:33,906 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 22:05:33,906 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 22:05:33,906 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 22:05:33,907 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 22:05:33,907 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,907 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,908 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,908 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,908 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,909 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 22:05:33,909 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 22:05:33,910 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 22:05:33,910 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,910 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 22:05:33,911 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 22:05:33,911 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,911 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,912 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 22:05:33,912 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,912 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,913 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 22:05:33,914 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,914 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 22:05:33,915 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 22:05:33,916 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 22:05:33,917 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,917 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,917 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,917 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:33,918 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
INFO 2025-12-06 22:05:36,836 basehttp "OPTIONS /api/profile/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:36,841 basehttp "OPTIONS /api/profile/ HTTP/1.1" 200 0
WARNING 2025-12-06 22:05:36,850 log Unauthorized: /api/profile/
WARNING 2025-12-06 22:05:36,850 basehttp "GET /api/profile/ HTTP/1.1" 401 183
WARNING 2025-12-06 22:05:36,851 log Unauthorized: /api/profile/
INFO 2025-12-06 22:05:36,852 basehttp "OPTIONS /api/token/refresh/ HTTP/1.1" 200 0
WARNING 2025-12-06 22:05:36,852 basehttp "GET /api/profile/ HTTP/1.1" 401 183
INFO 2025-12-06 22:05:36,854 basehttp "POST /api/token/refresh/ HTTP/1.1" 200 483
INFO 2025-12-06 22:05:36,854 basehttp "POST /api/token/refresh/ HTTP/1.1" 200 483
INFO 2025-12-06 22:05:36,870 basehttp "GET /api/profile/ HTTP/1.1" 200 580
INFO 2025-12-06 22:05:36,874 basehttp "GET /api/profile/ HTTP/1.1" 200 580
ERROR 2025-12-06 22:05:38,169 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 22:05:38,171 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 22:05:38,172 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 22:05:38,173 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,174 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 22:05:38,174 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,172 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,175 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 22:05:38,176 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 22:05:38,176 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 22:05:38,176 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,176 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,176 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,177 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 22:05:38,178 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 22:05:38,179 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 22:05:38,179 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,179 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 22:05:38,179 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 22:05:38,179 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,180 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 22:05:38,180 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,182 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,183 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 22:05:38,183 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,184 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,184 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,185 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 22:05:38,185 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 22:05:38,185 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,185 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:38,186 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
INFO 2025-12-06 22:05:39,224 basehttp "OPTIONS /api/documents/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:39,224 basehttp "OPTIONS /api/documents/ HTTP/1.1" 200 0
INFO 2025-12-06 22:05:39,235 basehttp "GET /api/documents/ HTTP/1.1" 200 417
INFO 2025-12-06 22:05:39,239 basehttp "GET /api/documents/ HTTP/1.1" 200 417
ERROR 2025-12-06 22:05:41,085 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 22:05:41,087 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 22:05:41,088 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 22:05:41,090 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 22:05:41,092 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 22:05:41,093 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 22:05:41,093 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,094 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,094 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,098 log Not Implemented: /api/analytics/flagging/low-attendance/
ERROR 2025-12-06 22:05:41,095 basehttp "GET /api/analytics/attendance/trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,095 basehttp "GET /api/analytics/financial/budget-utilization/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,095 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,100 log Not Implemented: /api/analytics/documents/summary/
ERROR 2025-12-06 22:05:41,102 log Not Implemented: /api/analytics/grades/distribution/
ERROR 2025-12-06 22:05:41,103 log Not Implemented: /api/analytics/enrollment/growth/
ERROR 2025-12-06 22:05:41,104 log Not Implemented: /api/analytics/financial/expenditure-trend/
ERROR 2025-12-06 22:05:41,105 basehttp "GET /api/analytics/flagging/low-attendance/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,105 log Not Implemented: /api/analytics/attendance/statistics/
ERROR 2025-12-06 22:05:41,105 basehttp "GET /api/analytics/grades/distribution/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,106 basehttp "GET /api/analytics/enrollment/growth/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,107 basehttp "GET /api/analytics/documents/summary/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,108 log Not Implemented: /api/analytics/attendance/trend/
ERROR 2025-12-06 22:05:41,108 log Not Implemented: /api/analytics/financial/budget-utilization/
ERROR 2025-12-06 22:05:41,108 basehttp "GET /api/analytics/financial/expenditure-trend/ HTTP/1.1" 501 51
ERROR 2025-12-06 22:05:41,108 basehttp "GET /api/analytics/attendance/statistics/ HTTP/1.1" 501 51
